#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;;;;;x,,,,,,,,,,,
#;;;;;;;;;;;;;;x,,,,,,,,,,,
###TITLE NAMES###;;;;;;;;;;;;;;x,,,,,,,,,,,
k_atropatene;Atropatene;;;;;;;;;;;;;x,,,,,,,,,,,
k_atropatene_adj;Atropatenean;;;;;;;;;;;;;x,,,,,,,,,,,
k_austrasia;Austrasia;;;;;;;;;;;;;x,,,,,,,,,,,
k_austrasia_adj;Austrasian;;;;;;;;;;;;;x,,,,,,,,,,,
k_avars;Avaria;;;;;;;;;;;;;x,,,,,,,,,,,
k_avars_adj;Avar;;;;;;;;;;;;;x,,,,,,,,,,,
k_aztec;Tlatoani Altepetl;;;;;;;;;;;;;x,,,,,,,,,,,
k_aztec_adj;Tlatoani;;;;;;;;;;;;;x,,,,,,,,,,,
k_bactria;Bactria;;;;;;;;;;;;;x,,,,,,,,,,,
k_bactria_adj;Bactrian;;;;;;;;;;;;;x,,,,,,,,,,,
k_belgica;Belgica;;;;;;;;;;;;;x,,,,,,,,,,,
k_belgica_adj;Belgian;;;;;;;;;;;;;x,,,,,,,,,,,
k_bernicia;Beornice;;;;;;;;;;;;;x,,,,,,,,,,,
k_bernicia_adj;Beornician;;;;;;;;;;;;;x,,,,,,,,,,,
k_bosporan;Bosporan Cimmeria;;;;;;;;;;;;;x,,,,,,,,,,,
k_bosporan_adj;Bosporan;;;;;;;;;;;;;x,,,,,,,,,,,
k_brittany;Armorica;;;;;;;;;;;;;x,,,,,,,,,,,
k_brittany_adj;Armorican;;;;;;;;;;;;;x,,,,,,,,,,,
k_brythonia;Brythonia;;;;;;;;;;;;;x,,,,,,,,,,,
k_brythonia_adj;Brythonic;;;;;;;;;;;;;x,,,,,,,,,,,
k_bulgar;Bulgar;;;;;;;;;;;;;x,,,,,,,,,,,
k_bulgar_adj;Bulgar;;;;;;;;;;;;;x,,,,,,,,,,,
k_burgundy;Burgundia;;;;;;;;;;;;;x,,,,,,,,,,,
k_burgundy_adj;Burgundian;;;;;;;;;;;;;x,,,,,,,,,,,
k_byzantium;Romania;;;;;;;;;;;;;x,,,,,,,,,,,
k_byzantium_adj;Romanian;;;;;;;;;;;;;x,,,,,,,,,,,
k_cappadocia;Kappadokia;;;;;;;;;;;;;x,,,,,,,,,,,
k_cappadocia_adj;Kappadokian;;;;;;;;;;;;;x,,,,,,,,,,,
k_carthage;Carthage;;;;;;;;;;;;;x,,,,,,,,,,,
k_carthage_adj;Carthaginian;;;;;;;;;;;;;x,,,,,,,,,,,
k_castille;Celdebra;;;;;;;;;;;;;x,,,,,,,,,,,
k_castille_adj;Celdebran;;;;;;;;;;;;;x,,,,,,,,,,,
k_cilicia;Kilikia;;;;;;;;;;;;;x,,,,,,,,,,,
k_cilicia_adj;Kilikian;;;;;;;;;;;;;x,,,,,,,,,,,
k_cornovia;Cornovia;;;;;;;;;;;;;x,,,,,,,,,,,
k_cornovia_adj;Cornovian;;;;;;;;;;;;;x,,,,,,,,,,,
k_croatia;Illyria;;;;;;;;;;;;;x,,,,,,,,,,,
k_croatia_adj;Illyrian;;;;;;;;;;;;;x,,,,,,,,,,,
k_cuman;the Kumans;;;;;;;;;;;;;x,,,,,,,,,,,
k_cuman_adj;Kuman;;;;;;;;;;;;;x,,,,,,,,,,,
k_cyprus;Kypros;;;;;;;;;;;;;x,,,,,,,,,,,
k_cyprus_adj;Kypriot;;;;;;;;;;;;;;;;;x,,,,,,,,,,,
k_dacia;Dacia;;;;;;;;;;;;;x,,,,,,,,,,,
k_dacia_adj;Dacian;;;;;;;;;;;;;x,,,,,,,,,,,
k_daneland;Danelagh;;;;;;;;;;;;;x,,,,,,,,,,,
k_daneland_adj;Danelagher;;;;;;;;;;;;;x,,,,,,,,,,,
k_darfur;Darfur;;;;;;;;;;;;;x,,,,,,,,,,,
k_darfur_adj;Fur;;;;;;;;;;;;;x,,,,,,,,,,,
k_denmark;Danmark;;;;;;;;;;;;;x,,,,,,,,,,,
k_diocleia;Diocleia;;;;;;;;;;;;;x,,,,,,,,,,,
k_diocleia_adj;Diocleian;;;;;;;;;;;;;x,,,,,,,,,,,
k_djeti_su;Djeti Su;;;;;;;;;;;;;x,,,,,,,,,,,
k_djeti_su_adj;Djeti Suan;;;;;;;;;;;;;x,,,,,,,,,,,
k_donatist;Church of Donatus;;;;;;;;;;;;;x,,,,,,,,,,,
k_donatist_adj;Donatist;;;;;;;;;;;;;x,,,,,,,,,,,
k_dumnonia;Dumnonia;;;;;;;;;;;;;x,,,,,,,,,,,
k_dumnonia_adj;Dumnonian;;;;;;;;;;;;;x,,,,,,,,,,,
k_eanglia;East Engla;;;;;;;;;;;;;x,,,,,,,,,,,
k_eanglia_adj;East English;;;;;;;;;;;;;x,,,,,,,,,,,
k_egypt;Ægyptus;;;;;;;;;;;;;x,,,,,,,,,,,
k_egypt_adj;Ægyptian;;;;;;;;;;;;;x,,,,,,,,,,,
k_enderta;Enderta;;;;;;;;;;;;;x,,,,,,,,,,,
k_enderta_adj;Endertan;;;;;;;;;;;;;x,,,,,,,,,,,
k_england;Anglia;;;;;;;;;;;;;x,,,,,,,,,,,
k_england_adj;Anglish;;;;;;;;;;;;;x,,,,,,,,,,,
k_epirus;Epirus;;;;;;;;;;;;;x,,,,,,,,,,,
k_epirus_adj;Epeirote;;;;;;;;;;;;;x,,,,,,,,,,,
k_eritrea;D'Mt;;;;;;;;;;;;;x,,,,,,,,,,,
k_eritrea_adj;Da'amatian;;;;;;;;;;;;;x,,,,,,,,,,,
k_essex;Eastseaxna;;;;;;;;;;;;;x,,,,,,,,,,,
k_essex_adj;East Saxon;;;;;;;;;;;;;x,,,,,,,,,,,
k_finland;Suomi;;;;;;;;;;;;;x,,,,,,,,,,,
k_finland_adj;Suomi;;;;;;;;;;;;;x,,,,,,,,,,,
k_fortriu;Fortriu;;;;;;;;;;;;;x,,,,,,,,,,,
k_fortriu_adj;Fortrian;;;;;;;;;;;;;x,,,,,,,,,,,
k_france;Francia;;;;;;;;;;;;;x,,,,,,,,,,,
k_france_adj;Frankish;;;;;;;;;;;;;x,,,,,,,,,,,
k_galatia;Galatia;;;;;;;;;;;;;x,,,,,,,,,,,
k_galatia_adj;Galatian;;;;;;;;;;;;;x,,,,,,,,,,,
k_gambia;Kambra;;;;;;;;;;;;;x,,,,,,,,,,,
k_gambia_adj;Kambran;;;;;;;;;;;;;x,,,,,,,,,,,
k_gardariki;Gardaríki;;;;;;;;;;;;;x,,,,,,,,,,,
k_gardariki_adj;Gardaríki;;;;;;;;;;;;;x,,,,,,,,,,,
k_georgia;Sak'art'velos;;;;;;;;;;;;;x,,,,,,,,,,,
k_georgia_adj;Sak'art'velos;;;;;;;;;;;;;x,,,,,,,,,,,
k_germany;Germania;;;;;;;;;;;;;x,,,,,,,,,,,
k_germany_adj;Germanian;;;;;;;;;;;;;x,,,,,,,,,,,
k_gilan;Gilan;;;;;;;;;;;;;x,,,,,,,,,,,
k_gilan_adj;Gilan;;;;;;;;;;;;;x,,,,,,,,,,,
k_gokturk;the Göktürks;;;;;;;;;;;;;x,,,,,,,,,,,
k_gokturk_adj;Göktürk;;;;;;;;;;;;;x,,,,,,,,,,,
k_gotaland;Götaland;;;;;;;;;;;;;x,,,,,,,,,,,
k_gotaland_adj;Gautar;;;;;;;;;;;;;x,,,,,,,,,,,
k_greece;Ellada;;;;;;;;;;;;;x,,,,,,,,,,,
k_greece_adj;Ellenike;;;;;;;;;;;;;x,,,,,,,,,,,
k_hedjaz;Tihamah;;;;;;;;;;;;;x,,,,,,,,,,,
k_hedjaz_adj;Hedjazi;;;;;;;;;;;;;x,,,,,,,,,,,
k_hephthalites;the Hephthalites;;;;;;;;;;;;;x,,,,,,,,,,,
k_hephthalites_adj;Hephthalite;;;;;;;;;;;;;x,,,,,,,,,,,
k_hordaland;Hordaland;;;;;;;;;;;;;x,,,,,,,,,,,
k_hordaland_adj;Hordalander;;;;;;;;;;;;;;x,,,,,,,,,,,
k_hungary;Hungaria;;;;;;;;;;;;;x,,,,,,,,,,,
k_hungary_adj;Hungarian;;;;;;;;;;;;;x,,,,,,,,,,,
k_huna;Huna;;;;;;;;;;;;;x,,,,,,,,,,,
k_huna_adj;Hunan;;;;;;;;;;;;;x,,,,,,,,,,,
k_huns;the Huns;;;;;;;;;;;;;x,,,,,,,,,,,
k_huns_adj;Hunnic;;;;;;;;;;;;;x,,,,,,,,,,,
k_idrisid;Idrisids;;;;;;;;;;;;;x,,,,,,,,,,,
k_idrisid_adj;Idrisid;;;;;;;;;;;;;x,,,,,,,,,,,
k_ireland;Éire;;;;;;;;;;;;;x,,,,,,,,,,,
k_ireland_adj;Gaeilge;;;;;;;;;;;;;x,,,,,,,,,,,
k_isauria;Isauria;;;;;;;;;;;;;x,,,,,,,,,,,
k_isauria_adj;Isaurian;;;;;;;;;;;;;x,,,,,,,,,,,
k_italy;Italia;;;;;;;;;;;;;x,,,,,,,,,,,
k_italy_adj;Italian;;;;;;;;;;;;;x,,,,,,,,,,,
k_jolof;Jolof;;;;;;;;;;;;;x,,,,,,,,,,,
k_jolof_adj;Jolof;;;;;;;;;;;;;x,,,,,,,,,,,
k_joms;Jomsvikings;;;;;;;;;;;;;x,,,,,,,,,,,
k_joms_adj;Jomsviking;;;;;;;;;;;;;x,,,,,,,,,,,
k_judea;Judah;;;;;;;;;;;;;x,,,,,,,,,,,
k_judea_adj;Judean;;;;;;;;;;;;;x,,,,,,,,,,,
k_jutland;Jylland;;;;;;;;;;;;;x,,,,,,,,,,,
k_jutland_adj;Jutish;;;;;;;;;;;;;x,,,,,,,,,,,
k_kent;Kent;;;;;;;;;;;;;x,,,,,,,,,,,
k_kent_adj;Kentish;;;;;;;;;;;;;x,,,,,,,,,,,
k_khwarezm;Khwarazmshahiyan;;;;;;;;;;;;;x,,,,,,,,,,,
k_khwarezm_adj;Khwarazmian;;;;;;;;;;;;;x,,,,,,,,,,,
k_krete;Krete;;;;;;;;;;;;;x,,,,,,,,,,,
k_krete_adj;Kretan;;;;;;;;;;;;;x,,,,,,,,,,,
k_kyrene;Kyrene;;;;;;;;;;;;;x,,,,,,,,,,,
k_kyrene_adj;Kyrenean;;;;;;;;;;;;;x,,,,,,,,,,,
k_leon;Legio;;;;;;;;;;;;;x,,,,,,,,,,,
k_leon_adj;Legional;;;;;;;;;;;;x,,,,,,,,,,,
k_lithuania;Lietuva;;;;;;;;;;;;;x,,,,,,,,,,,
k_lombardia;Lombardia;;;;;;;;;;;;;x,,,,,,,,,,,
k_lombardia_adj;Lombardian;;;;;;;;;;;;;x,,,,,,,,,,,
k_macedonia;Makedonia;;;;;;;;;;;;;x,,,,,,,,,,,
k_macedonia_adj;Makedonian;;;;;;;;;;;;;x,,,,,,,,,,,
k_macrobia;Macrobia;;;;;;;;;;;;;x,,,,,,,,,,,
k_macrobia_adj;Macrobian;;;;;;;;;;;;;x,,,,,,,,,,,
k_man;Ellan Vannin;;;;;;;;;;;;;x,,,,,,,,,,,
k_man_adj;Manx;;;;;;;;;;;;;x,,,,,,,,,,,
k_mandingo;Mandingo;;;;;;;;;;;;;x,,,,,,,,,,,
k_mandingo_adj;Mandinka;;;;;;;;;;;;;x,,,,,,,,,,,
k_mani;The Manichean Church;;;;;;;;;;;;;x,,,,,,,,,,,
k_mani_adj;Manichaean;;;;;;;;;;;;;x,,,,,,,,,,,
k_media;Media;;;;;;;;;;;;;x,,,,,,,,,,,
k_media_adj;Median;;;;;;;;;;;;;x,,,,,,,,,,,
k_mercia;Mercia;;;;;;;;;;;;;x,,,,,,,,,,,
k_mercia_adj;Mercian;;;;;;;;;;;;;x,,,,,,,,,,,
k_monophysite;Monophysite School of Alexandria;;;;;;;;;;;;;x,,,,,,,,,,,
k_monophysite_adj;Monophysite;;;;;;;;;;;;;x,,,,,,,,,,,
k_moravia;Velká Morava;;;;;;;;;;;;;x,,,,,,,,,,,
k_moravia_adj;Moravian;;;;;;;;;;;;;x,,,,,,,,,,,
k_nabatea;Nabatea;;;;;;;;;;;;;x,,,,,,,,,,,
k_nabatea_adj;Nabatean;;;;;;;;;;;;;x,,,,,,,,,,,
k_navarra;Cantabria;;;;;;;;;;;;;x,,,,,,,,,,,
k_navarra_adj;Cantabrian;;;;;;;;;;;;;x,,,,,,,,,,,
k_nekor;Nekor;;;;;;;;;;;;;x,,,,,,,,,,,
k_nekor_adj;Nekorian;;;;;;;;;;;;;x,,,,,,,,,,,
k_neustria;Neustria;;;;;;;;;;;;;x,,,,,,,,,,,
k_neustria_adj;Neustrian;;;;;;;;;;;;;x,,,,,,,,,,,
k_nobatia;Nobatia;;;;;;;;;;;;;x,,,,,,,,,,,
k_nobatia_adj;Nobatia;;;;;;;;;;;;;x,,,,,,,,,,,
k_normandy;Normania;;;;;;;;;;;;;x,,,,,,,,,,,
k_normandy_adj;Normanian;;;;;;;;;;;;;x,,,,,,,,,,,
k_northumbria;Norþhymbra;;;;;;;;;;;;;x,,,,,,,,,,,
k_northumbria_adj;Norþhymbran;;;;;;;;;;;;;x,,,,,,,,,,,
k_norway;Nóregr;;;;;;;;;;;;;x,,,,,,,,,,,
k_norway_adj;Nordmann;;;;;;;;;;;;;x,,,,,,,,,,,
k_nuba;Nuba;;;;;;;;;;;;;x,,,,,,,,,,,
k_nuba_adj;Nuba;;;;;;;;;;;;;x,,,,,,,,,,,
k_nubia;Makuria;;;;;;;;;;;;;x,,,,,,,,,,,
k_nubia_adj;Makurian;;;;;;;;;;;;;x,,,,,,,,,,,
k_numidia;Numidia;;;;;;;;;;;;;x,,,,,,,,,,,
k_numidia_adj;Numidian;;;;;;;;;;;;;x,,,,,,,,,,,
k_oghuz;the Oguz Turks;;;;;;;;;;;;;x,,,,,,,,,,,
k_oghuz_adj;Oguz;;;;;;;;;;;;;x,,,,,,,,,,,
k_orkney;Orkneyjar;;;;;;;;;;;;;x,,,,,,,,,,,
k_orkney_adj;Orkneyjar;;;;;;;;;;;;;x,,,,,,,,,,,
k_orthodox;The Ecumenical Patriarchy;;;;;;;;;;;;;x,,,,,,,,,,,
k_orthodox_adj;Patriarchal;;;;;;;;;;;;;x,,,,,,,,,,,
k_osroene;Osroene;;;;;;;;;;;;;x,,,,,,,,,,,
k_osroene_adj;Osroeni;;;;;;;;;;;;;x,,,,,,,,,,,
k_palmyra;Palmyra;;;;;;;;;;;;;x,,,,,,,,,,,
k_palmyra_adj;Palmyran;;;;;;;;;;;;;x,,,,,,,,,,,
k_papal_state;The Papacy;;;;;;;;;;;;;x,,,,,,,,,,,
k_papal_state_adj;Papal;;;;;;;;;;;;;x,,,,,,,,,,,
k_pelagian;Pelagian College;;;;;;;;;;;;;x,,,,,,,,,,,
k_pelagian_adj;Pelagian;;;;;;;;;;;;;x,,,,,,,,,,,
k_pergamon;Pergamon;;;;;;;;;;;;;x,,,,,,,,,,,
k_pergamon_adj;Pergamene;;;;;;;;;;;;;x,,,,,,,,,,,
k_persia;Pârsa;;;;;;;;;;;;;x,,,,,,,,,,,
k_poland;Polonia;;;;;;;;;;;;;x,,,,,,,,,,,
k_poland_adj;Polonian;;;;;;;;;;;;;x,,,,,,,,,,,
k_pontus;Pontos;;;;;;;;;;;;;x,,,,,,,,,,,
k_pontus_adj;Pontic;;;;;;;;;;;;;x,,,,,,,,,,,
k_portugal;Lusitania;;;;;;;;;;;;;x,,,,,,,,,,,
k_portugal_adj;Lusitanian;;;;;;;;;;;;;x,,,,,,,,,,,
k_raumariki;Raumaríki;;;;;;;;;;;;;x,,,,,,,,,,,
k_raumariki_adj;Raumaríki;;;;;;;;;;;;;;x,,,,,,,,,,,
k_ravenna;Ravenna;;;;;;;;;;;;;x,,,,,,,,,,,
k_ravenna_adj;Ravennian;;;;;;;;;;;;;;x,,,,,,,,,,,
k_rheged;Rheged;;;;;;;;;;;;;x,,,,,,,,,,,
k_rheged_adj;Rhegedan;;;;;;;;;;;;;x,,,,,,,,,,,
k_rus;Rus';;;;;;;;;;;;;x,,,,,,,,,,,
k_rus_adj;Rus';;;;;;;;;;;;;x,,,,,,,,,,,
k_ruthenia;Ruthenia;;;;;;;;;;;;;x,,,,,,,,,,,
k_ruthenia_adj;Ruthenian;;;;;;;;;;;;;x,,,,,,,,,,,
k_saba;Saba;;;;;;;;;;;;;x,,,,,,,,,,,
k_saba_adj;Sabaean;;;;;;;;;;;;;x,,,,,,,,,,,
k_saka;Sakhastan;;;;;;;;;;;;;x,,,,,,,,,,,
k_saka_adj;Saka;;;;;;;;;;;;;x,,,,,,,,,,,
k_sakastan;Sakastan;;;;;;;;;;;;;x,,,,,,,,,,,
k_sakastan_adj;Sakastani;;;;;;;;;;;;;x,,,,,,,,,,,
k_sanhaja;Sanhaja;;;;;;;;;;;;;x,,,,,,,,,,,
k_sanhaja_adj;Sanhajan;;;;;;;;;;;;;x,,,,,,,,,,,
k_sarmatia;Sarmatia;;;;;;;;;;;;;x,,,,,,,,,,,
k_sarmatia_adj;Sarmatian;;;;;;;;;;;;;x,,,,,,,,,,,
k_scotland;Alba;;;;;;;;;;;;;x,,,,,,,,,,,
k_scotland_adj;Alban;;;;;;;;;;;;;x,,,,,,,,,,,
k_scotland_adj_scottish;Albannaich;;;;;;;;;;;;;x,,,,,,,,,,,
k_septimania;Septimania;;;;;;;;;;;;;x,,,,,,,,,,,
k_septimania_adj;Septimanian;;;;;;;;;;;;;x,,,,,,,,,,,
k_sicily;Magna Græcia;;;;;;;;;;;;;x,,,,,,,,,,,
k_sicily_adj;Magna Græci;;;;;;;;;;;;;x,,,,,,,,,,,
k_sindhia;Sindhia;;;;;;;;;;;;;x,,,,,,,,,,,
k_sindhia_adj;Sindhian;;;;;;;;;;;;;x,,,,,,,,,,,
k_singidunum;Singidun;;;;;;;;;;;;;x,,,,,,,,,,,
k_singidunum_adj;Singiduni;;;;;;;;;;;;;x,,,,,,,,,,,
k_siracusa;Siracusa;;;;;;;;;;;;;x,,,,,,,,,,,
k_siracusa_adj;Siracusan;;;;;;;;;;;;;x,,,,,,,,,,,
k_sol;Sol Invictus Priesthood;;;;;;;;;;;;;x,,,,,,,,,,,
k_sol_adj;Solar-Imperial;;;;;;;;;;;;;x,,,,,,,,,,,
k_songhay;Songhai;;;;;;;;;;;;;x,,,,,,,,,,,
k_songhay_adj;Songhai;;;;;;;;;;;;;x,,,,,,,,,,,
k_spanish_galicia;Suevia;;;;;;;;;;;;;x,,,,,,,,,,,
k_spanish_galicia_adj;Suevic;;;;;;;;;;;;;x,,,,,,,,,,,
k_sparta;Sparta;;;;;;;;;;;;;x,,,,,,,,,,,
k_sparta_adj;Spartan;;;;;;;;;;;;;x,,,,,,,,,,,
k_strathclyde;Ystrad Clud;;;;;;;;;;;;;x,,,,,,,,,,,
k_strathclyde_adj;Ystrad Cludian;;;;;;;;;;;;;x,,,,,,,,,,,
k_sudreyjar;Suðreyjar;;;;;;;;;;;;;x,,,,,,,,,,,
k_sudreyjar_adj;Suðreyjar;;;;;;;;;;;;;x,,,,,,,,,,,
k_sussex;Suþseaxna;;;;;;;;;;;;;x,,,,,,,,,,,
k_sussex_adj;South Saxon;;;;;;;;;;;;;x,,,,,,,,,,,
k_sweden;Svíþjóð;;;;;;;;;;;;;x,,,,,,,,,,,
k_sweden_adj;Svíar;;;;;;;;;;;;;x,,,,,,,,,,,
k_syria;Antioch;;;;;;;;;;;;;x,,,,,,,,,,,
k_syria_adj;Antiochean;;;;;;;;;;;;;x,,,,,,,,,,,
k_tadarlar;the Tadarlar;;;;;;;;;;;;;x,,,,,,,,,,,
k_tadarlar_adj;Tadarlar;;;;;;;;;;;;;x,,,,,,,,,,,
k_tahert;Tahert;;;;;;;;;;;;;x,,,,,,,,,,,
k_tahert_adj;Tahertian;;;;;;;;;;;;;x,,,,,,,,,,,
k_toledo;Toledo;;;;;;;;;;;;;x,,,,,,,,,,,
